,country,title,variety,winery,price,year
754,8,El Coto 2010 Viura (Rioja),19,31,10.0,2010
367,6,De Martino 1999 Reserva de la Familia Carmenère (Maipo Valley),10,32,10.0,1999
27,2,Stemmari 2013 Nero d'Avola (Terre Siciliane),20,33,10.0,2013
500,8,El Coto 2011 Rosado Rosé (Rioja),2,31,11.0,2011
82,3,Lionel Osmin & Cie 2016 La Réserve Petit Manseng (Vin de France),21,34,11.0,2016
368,2,Montresor 2001  Bianco di Custoza,22,35,11.0,2001
338,3,Mémoires 2015 Rosé (Coteaux Varois en Provence),2,36,11.0,2015
189,6,Emiliana 2008 Natura Chardonnay (Casablanca Valley),0,37,11.0,2008
402,6,Viña Bisquertt 2007 Casa la Joya Reserve Syrah (Colchagua Valley),24,39,11.0,2007
325,10,Lucas Vineyards 2007 Vignoles (Finger Lakes),25,40,11.0,2007
381,2,Fratelli Zeni 2000 Vigne Alte  (Bianco di Custoza),18,41,11.0,2000
393,6,San Pedro 2002 Castillo de Molina Reserva Chardonnay (Lontué Valley),0,42,11.0,2002
768,4,McWilliam's Hanwood Estate 2008 Cabernet Sauvignon (South Eastern Australia),17,43,11.0,2008
188,6,Viña Bisquertt 2007 Casa La Joya Reserve Merlot (Colchagua Valley),6,39,11.0,2007
963,3,Château Pavillon de Boyrein 2006  Graves,26,44,11.0,2006
615,9,Tilia 2011 Malbec (Mendoza),27,45,11.0,2011
574,3,Château de Campuget 2016 Tradition Rosé (Costières de Nîmes),2,46,11.0,2016
38,2,Feudi di San Marzano 2011 I Tratturi Primitivo (Puglia),28,47,11.0,2011
827,6,Terrapura 2012 Merlot (Curicó Valley),6,48,11.0,2012
380,6,Lapostolle 2002 Estate Bottled Merlot (Rapel Valley),6,49,12.0,2002
835,3,Georges Duboeuf 2013 Flower Label  (Beaujolais),7,50,12.0,2013
394,6,Undurraga 2001 Reserva Merlot (Maipo Valley),6,51,12.0,2001
786,1,Sobredos 2012 Aneto Tinto Red (Douro),29,52,12.0,2012
392,10,Bridlewood 2000 Sauvignon Blanc (Santa Ynez Valley),9,53,12.0,2000
484,11,Ken Forrester 2011 Petit Chenin Blanc (Western Cape),30,54,12.0,2011
390,6,Casa Julia 2001 Reserve Cabernet Sauvignon (Maipo Valley),17,55,12.0,2001
745,1,Ribafreixo 2015 Pato Frio Antão Vaz (Alentejo),31,56,12.0,2015
817,6,La Playa 2012 Block Selection Reserve Block N. 10 Merlot (Colchagua Valley),6,57,12.0,2012
80,6,Aresti 2014 Special Release Reserva Carmenère (Rapel Valley),10,58,12.0,2014
494,10,Knapp 2011 Chardonnay (Finger Lakes),0,59,12.0,2011
820,8,Navardia 2013 Made With Organic Grapes  (Rioja),32,60,12.0,2013
93,12,Fuchs 2015 Grüner Veltliner (Burgenland),33,61,12.0,2015
749,3,Cave de Beblenheim 2009 Baron de Hoen Riesling (Alsace),5,62,12.0,2009
444,12,Eschenhof Holzer 2015 Altweingarten Grüner Veltliner (Wagram),33,63,12.0,2015
68,10,Cocobon 2014 Red (California),35,65,12.0,2014
14,10,Mirassou 2012 Chardonnay (Central Coast),0,66,12.0,2012
613,1,Solar de Pinheiro 2012 Paço de São Lourenço White (Vinho Verde),1,67,12.0,2012
984,0,Byzantium 2005 Rosso di Valachia Red (Dealu Mare),35,68,12.0,2005
324,2,L'Antica Quercia 2007 Matiú Brut  (Prosecco di Conegliano),36,69,12.0,2007
39,2,Feudo di Santa Tresa 2011 Purato Made With Organic Grapes Nero d'Avola (Sicilia),20,70,12.0,2011
70,10,Drumheller 2014 Chardonnay (Columbia Valley (WA)),0,71,12.0,2014
990,10,Dancing Bull 2007 Sauvignon Blanc (California),9,72,12.0,2007
506,2,Altùris 2011 White (Venezia Giulia),18,73,12.0,2011
232,4,Angove's 2006 Red Belly Black Shiraz (South Australia),37,74,12.0,2006
183,9,Alamos 2007 Torrontés (Salta),38,75,12.0,2007
411,10,Morro Bay 2006 Split Oak Vineyard Cabernet Sauvignon (California),17,76,12.0,2006
8,5,Heinz Eifel 2013 Shine Gewürztraminer (Rheinhessen),39,77,12.0,2013
993,3,Domaine du Tariquet 2007 Chenin Blanc-Chardonnay (Vin de Pays des Côtes de Gascogne),40,11,12.0,2007
975,2,Feudo Montoni 2008 P Pinot Noir (Sicilia),41,78,12.0,2008
441,12,Winzer Krems 2015 Rosé Zweigelt (Niederösterreich),42,79,12.0,2015
245,9,Finca Las Moras 2007 Reserve Chardonnay (San Juan),0,80,12.0,2007
922,9,Finca Sophenia 2015 Altosur Sauvignon Blanc (Tupungato),9,81,12.0,2015
737,1,Wines & Winemakers 2015 Casa Ermelinda Freitas Monte de Baía Rosé (Península de Setúbal),2,82,12.0,2015
483,11,Cape View 2011 Chenin Blanc (Stellenbosch),30,83,12.0,2011
579,10,Cupcake 2016 Rosé (California),2,84,13.0,2016
591,12,Winzer Krems 2016 GV Grüner Veltliner (Niederösterreich),33,79,13.0,2016
751,6,De Martino 2010 347 Vineyards Sauvignon Blanc (Central Valley),9,32,13.0,2010
413,2,Pizzolato 2007  Prosecco del Veneto,36,85,13.0,2007
485,3,Louis Bernard 2009 Red (Côtes du Rhône Villages),43,86,13.0,2009
670,10,Snoqualmie 2013 Eco Made with Organic Grapes Cabernet Sauvignon (Columbia Valley (WA)),17,87,13.0,2013
727,10,Rascal 2014 Pinot Noir (Oregon),41,89,13.0,2014
398,6,Aresti 2008 Estate Selection Sauvignon Blanc (Curicó Valley),9,58,13.0,2008
596,13,Lyrarakis 2015 Vilana (Crete),44,91,13.0,2015
127,3,Pierre Sparr 2008 Alsace One White (Alsace),18,92,13.0,2008
46,2,Tasca d'Almerita 2011 Sallier de la Tour Inzolia (Sicilia),45,94,13.0,2011
3,10,St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore),5,95,13.0,2013
17,9,Gaucho Andino 2011 Winemaker Selection Malbec (Mendoza),27,96,13.0,2011
244,8,J. & F. Lurton 2007 Herederos de François Lurton Villafrance de Duero Red (Vino de la Tierra de Castilla y León),35,97,13.0,2007
274,2,Pico Maccario 2010 Estrosa White (Monferrato),18,98,13.0,2010
26,2,Stemmari 2013 Dalila White (Terre Siciliane),18,33,13.0,2013
947,1,Real Companhia Velha 2014 Evel Tinto Red (Douro),29,99,13.0,2014
47,10,The White Knight 2011 Riesling (Lake County),5,100,13.0,2011
57,2,Tasca d'Almerita 2011 Sallier de la Tour Grillo (Sicilia),46,94,13.0,2011
58,6,Tres Palacios 2011 Reserve Pinot Noir (Maipo Valley),41,101,13.0,2011
486,10,Lyeth 2010 L de Lyeth Cabernet Sauvignon (Sonoma County),17,102,13.0,2010
339,8,Cavas Hill NV 1887 Rosado Sparkling (Cava),23,103,13.0,1887
489,2,Vigneti Le Monde 2010 Sauvignon (Friuli Grave),47,104,13.0,2010
43,10,Robert Hall 2011 Sauvignon Blanc (Paso Robles),9,105,14.0,2011
301,10,Buried Cane 2009 Whiteline No Oak Chardonnay (Columbia Valley (WA)),0,106,14.0,2009
923,1,Fiuza 2015 Red (Tejo),48,107,14.0,2015
575,3,Château de l'Aubrade 2015  Bordeaux Supérieur,26,109,14.0,2015
105,2,Marchesi Antinori 2015 Villa Antinori White (Toscana),18,110,14.0,2015
415,10,Red Newt Cellars 2007 Riesling (Finger Lakes),5,111,14.0,2007
447,3,Gadais Père et Fils 2015 Domaine de la Vieille Cure Sur Lie  (Muscadet Sèvre et Maine),49,112,14.0,2015
992,3,Domaine des Terrisses 2006 Grande Tradition Red (Gaillac),35,113,14.0,2006
266,9,Kaiken 2008 Corte Malbec-Bonarda-Petit Verdot Red (Mendoza),35,114,14.0,2008
996,2,Caruso & Minini 2006 Terre di Giumara Syrah (Sicilia),24,115,14.0,2006
391,6,Valdivieso 2001 Reserve Chardonnay (Central Valley),0,116,14.0,2001
2,10,Rainstorm 2013 Pinot Gris (Willamette Valley),50,117,14.0,2013
156,5,Carl Graff 2014 Graacher Himmelreich Spätlese Riesling (Mosel),5,118,14.0,2014
573,3,Château Bois Chantant 2015  Bordeaux Supérieur,26,119,14.0,2015
762,8,Oro de Castilla 2010 Solo Verdejo (Rueda),51,120,14.0,2010
52,2,Cantine di Dolianova 2010 Dolia  (Monica di Sardegna),52,121,14.0,2010
932,3,Château les Petits Arnauds 2014 Tradition  (Blaye Côtes de Bordeaux),26,122,14.0,2014
228,10,Treleaven 2006 Semi-Dry Riesling (Cayuga Lake),5,123,14.0,2006
407,6,Lapostolle 2007 Casa Chardonnay (Casablanca Valley),0,49,14.0,2007
724,10,Mont Sec 2015 Mont Sec Vineyards Viognier (Texas),53,124,14.0,2015
56,10,Souverain 2010 Chardonnay (North Coast),0,125,14.0,2010
721,9,Domaine Bousquet 2015 Cabernet Sauvignon (Tupungato),17,126,14.0,2015
49,3,Vignerons de Bel Air 2011 Eté Indien  (Brouilly),7,127,14.0,2011
935,3,Château Ségonzac 2014 Vieilles Vignes  (Blaye Côtes de Bordeaux),26,128,14.0,2014
227,10,Wagner 2006 Grace House Pinot Noir (Finger Lakes),41,129,15.0,2006
403,10,Vinavanti 2005 Le Bon Viveur Red (California),35,130,15.0,2005
271,13,My Big Fat Greek Wine 2010 Assyrtico (Santorini),54,131,15.0,2010
479,2,Santa Maria La Palma 2006 Riserva  (Cannonau di Sardegna),55,132,15.0,2006
335,2,L'Antica Quercia 2007 Arió Extra Dry  (Prosecco di Conegliano),36,69,15.0,2007
397,6,Cono Sur 2008 Visión Pinot Noir (Colchagua Valley),41,133,15.0,2008
246,4,Long Flat 2006 Destinations Sauvignon Blanc (Adelaide Hills),9,134,15.0,2006
389,2,Cantina Terlano 2002 Terlano Classico White (Alto Adige),18,135,15.0,2002
438,8,Vinos de Arganza 2012 Século Mencía (Bierzo),56,136,15.0,2012
436,2,Tenuta La Marchesa 2015 Gold Label  (Gavi),57,137,15.0,2015
242,10,Hayman & Hill 2007 Reserve Selection Chardonnay (Russian River Valley),0,138,15.0,2007
379,2,La Vis 2001 Bianco dei Sorni White (Trentino),18,139,15.0,2001
297,10,Aquinas 2008 Cabernet Sauvignon (Napa Valley),17,140,15.0,2008
185,6,Apaltagua 2007 Envero Gran Reserva Carmenère (Colchagua Valley),10,142,15.0,2007
408,2,Le Vigne di Alice 2008 Millesimato Extra Dry  (Prosecco di Conegliano e Valdobbiadene),36,143,15.0,2008
373,2,Borgo Conventi 2002 I Fiori del Borgo Sauvignon Blanc (Collio),9,145,15.0,2002
382,6,Carmen 2000 Estate Grown Reserve Cabernet Sauvignon (Maipo Valley),17,146,15.0,2000
331,6,Cono Sur 2008 Visión Gewürztraminer (Casablanca Valley),39,133,15.0,2008
1,1,Quinta dos Avidagos 2011 Avidagos Red (Douro),29,147,15.0,2011
830,3,Domaine de Thulon 2013  Beaujolais-Villages,0,148,15.0,2013
805,10,Firesteed 2012 Riesling (Oregon),5,149,15.0,2012
818,3,Les Vins Aujoux 2013 Belle Grâce  (Beaujolais-Villages),7,150,15.0,2013
487,2,Marco Cecchini 2010 Tovè White (Colli Orientali del Friuli),18,152,15.0,2010
858,10,Firesteed 2014 Pinot Gris (Oregon),50,149,15.0,2014
868,6,Carmen 2014 Gran Reserva Carmenère (Colchagua Valley),10,146,15.0,2014
893,4,Hungerford Hill 2008 Heavy Metal Shiraz (South Eastern Australia),37,153,15.0,2008
919,9,Domaine Bousquet 2015 Reserve Pinot Gris (Tupungato),50,126,15.0,2015
66,3,Vignerons des Terres Secrètes 2015  Mâcon-Milly Lamartine,0,154,15.0,2015
930,9,Bodega Calle 2014 Alberti 154 Malbec (Mendoza),27,155,15.0,2014
934,3,Château Saintongey 2014 Vieilles Vignes  (Bordeaux),26,156,15.0,2014
53,3,Château de Sours 2011 La Fleur d'Amélie  (Bordeaux Blanc),58,157,15.0,2011
938,8,Covila 2013 II Crianza  (Rioja),11,158,15.0,2013
941,8,Ego Bodegas 2014 Goru Verde Monastrell (Jumilla),59,159,15.0,2014
948,1,Santos & Seixo 2014 Santos da Casa Tinto Red (Alentejano),29,160,15.0,2014
36,6,Estampa 2011 Estate Viognier-Chardonnay (Colchagua Valley),60,161,15.0,2011
954,10,Archgate Cellars 2014 Reserve Bottling Cabernet Sauvignon (Lodi),17,162,15.0,2014
978,10,X 2008 White X White (North Coast),18,164,15.0,2008
5,8,Tandem 2011 Ars In Vitro Tempranillo-Merlot (Navarra),62,165,15.0,2011
112,2,Podere Ciona 2014 Semifonte Red (Toscana),35,166,15.0,2014
734,9,Durigutti 2014 Bonarda (Mendoza),15,167,15.0,2014
253,9,Cueva de las Manos 2007 Reserve Malbec (Luján de Cuyo),27,168,15.0,2007
608,1,Quinta do Portal 2012 Verdelho and Sauvignon Blanc White (Douro),1,169,15.0,2012
501,10,Fenestra 2010 Silvaspoons Vineyard Verdelho (Lodi),63,170,15.0,2010
572,2,Brezza 2015  Dolcetto d'Alba,64,171,15.0,2015
578,3,Château Maison Noble Saint Martin 2015 Château Jean de Bel Air  (Bordeaux),26,172,15.0,2015
601,14,Monte Xanic 2012 Viña Kristel Sauvignon Blanc (Valle de Guadalupe),9,173,15.0,2012
719,3,Cave de Viré 2015 Grande Réserve du Président  (Mâcon-Villages),0,174,15.0,2015
504,3,Alain Jaume et Fils 2009 Réserve Grand Veneur Red (Côtes du Rhône),43,175,15.0,2009
625,2,Corte Falco 2010  Soave,22,176,15.0,2010
661,10,Monte Volpe 2013 Pinot Grigio (Mendocino),4,177,15.0,2013
667,8,Rafael Cambra 2012 Soplo Garnacha Tintorera (Valencia),65,178,15.0,2012
730,10,Jack's House 2013 Cabernet Sauvignon (California),17,179,16.0,2013
328,10,Beringer 2007 Alluvium Blanc White (Knights Valley),18,180,16.0,2007
933,3,Château Mougneaux 2014  Bordeaux Supérieur,26,181,16.0,2014
593,12,Landhaus Mayer 2016 Riesling (Niederösterreich),5,182,16.0,2016
337,3,Château Notre Dame du Quatourze 2015 Rosé (Languedoc),2,183,16.0,2015
230,10,Bloomer Creek 2006 Gewürztraminer (Finger Lakes),39,184,16.0,2006
148,5,Weingut Liebfrauenstift 2014 Dry Riesling (Rheinhessen),5,185,16.0,2014
48,10,Trump 2011 Sauvignon Blanc (Monticello),9,186,16.0,2011
29,10,Clarksburg Wine Company 2010 Chenin Blanc (Clarksburg),30,187,16.0,2010
321,2,Sant Eurosia 2007 Brut  (Prosecco di Valdobbiadene),36,188,16.0,2007
505,8,Aleo 2009 Tempranillo (Vino de la Tierra de Castilla y León),11,189,16.0,2009
432,10,Pomum 2014 Upland Vineyard Riesling (Snipes Mountain),5,190,16.0,2014
873,15,Chateau Dereszla 2014 Dry  (Tokaji),18,191,16.0,2014
852,3,Domaine Roland Schmitt 2014 Grand A du Petit Léon Sylvaner (Alsace),66,193,16.0,2014
842,3,Manoir du Carra 2013  Beaujolais-Villages,7,194,16.0,2013
81,8,Spyro 2014 Albariño (Rías Baixas),67,195,16.0,2014
209,3,Domaine St Pierre 2014 Red (Côtes du Rhône),43,196,16.0,2014
977,10,Ledgewood Creek 2007 Estate Grown Viognier (Suisun Valley),53,197,16.0,2007
811,5,Castell 2015 Castell Silvaner (Franken),68,198,16.0,2015
982,2,Bellenda 2005 Col di Luna Cabernet Sauvignon (Piave),17,199,16.0,2005
6,2,Terre di Giurfo 2013 Belsito Frappato (Vittoria),69,200,16.0,2013
104,2,Madonna Alta 2014 Nativo Red (Toscana),35,201,16.0,2014
396,10,Cline 2007 Ancient Vines Zinfandel (California),70,202,16.0,2007
952,8,Agustí Torelló Mata 2015 XIC Xarel-lo (Penedès),71,203,16.0,2015
964,2,Fabiano 2006 Argillaia  (Lugana),72,204,17.0,2006
269,12,Mariell 2009 Blaufränkisch (Leithaberg),73,205,17.0,2009
976,10,Kendall-Jackson 2008 Summation Vintner's Reserve White (California),18,206,17.0,2008
735,9,El Esteco 2015 Don David Reserve Torrontés (Calchaquí Valley),38,207,17.0,2015
945,10,Francis Coppola 2014 Director's Chardonnay (Sonoma County),0,208,17.0,2014
590,10,Vintage Cowboy 2016 Chardonnay (Paso Robles),0,209,17.0,2016
428,12,Malat 2015 Crazy Creatures Grüner Veltliner (Kremstal),33,210,17.0,2015
610,10,Rodney Strong 2012 Charlotte's Home Estate Sauvignon Blanc (Northern Sonoma),9,211,17.0,2012
702,3,Château Riotor 2014 Rosé (Côtes de Provence),2,212,17.0,2014
387,10,Murphy-Goode 2000 Reserve Fume Sauvignon Blanc (Alexander Valley),9,213,17.0,2000
798,3,Château Mayne Vieil 2014  Fronsac,26,214,17.0,2014
790,10,Barnard Griffin 2014 Signature Cabernet Sauvignon (Columbia Valley (WA)),17,215,17.0,2014
728,9,Terrazas de Los Andes 2015 Reserva Torrontés (Salta),38,216,17.0,2015
738,9,Lagarde 2013 Henry Legarde Malbec (Luján de Cuyo),27,217,17.0,2013
577,10,Chateau Lafayette Reneau 2016 Pinot Noir Rosé (Finger Lakes),2,218,17.0,2016
498,10,Michael Pozzan 2010 Annabella Pinot Noir (Carneros),41,219,17.0,2010
999,10,Amity 2006 Riesling (Willamette Valley),5,220,17.0,2006
61,2,Podere dal Nespoli 2015 Prugneto Sangiovese (Romagna),74,221,17.0,2015
142,10,Banyan 2007 Riesling (Santa Lucia Highlands),5,222,17.0,2007
128,3,Kuentz-Bas 2008 Pinot Blanc (Alsace),75,223,17.0,2008
40,2,Feudo Montoni 2011 Catarratto (Sicilia),76,78,17.0,2011
28,2,Terre di Giurfo 2011 Mascaria Barricato  (Cerasuolo di Vittoria),35,200,17.0,2011
91,10,Folie à Deux 2015 Pinot Gris (Sonoma Coast),50,224,18.0,2015
491,12,Winzer Krems 2011 Kellermeister Privat Goldberg Grüner Veltliner (Kremstal),33,79,18.0,2011
495,10,Lava Cap 2010 Battonage Chardonnay (El Dorado),0,225,18.0,2010
872,10,J. Scott Cellars 2015 Albariño (Oregon),67,226,18.0,2015
376,2,Volpe Pasini 2002 Zuc de Volpe Pinot Grigio (Colli Orientali del Friuli),4,229,18.0,2002
77,4,Yalumba 2016 Made With Organic Grapes Chardonnay (South Australia),0,230,18.0,2016
998,10,The Four Graces 2007 Pinot Gris (Dundee Hills),50,231,18.0,2007
378,14,L.A. Cetto 1996 Private Reserve Nebbiolo (Valle de Guadalupe),78,232,18.0,1996
580,10,Raconteur 2016 White (Washington),18,233,18.0,2016
327,6,De Martino 2007 Legado Reserva Chardonnay (Limarí Valley),0,32,18.0,2007
229,10,Benessere 2005 Costa Del Sol Red (Napa Valley),35,234,18.0,2005
308,13,Domaine Sigalas 2010 Asirtiko Athiri White (Santorini),18,235,18.0,2010
582,10,Seven Falls 2013 Merlot (Wahluke Slope),6,236,18.0,2013
310,2,Boffa 2006 Nebbiolo (Langhe),78,237,18.0,2006
311,7,Otto's Constant Dream 2008 Syrah (Hawke's Bay),24,238,18.0,2008
385,10,Vinoce 2001 Sauvignon Blanc (Rutherford),9,239,18.0,2001
584,12,Steininger 2016 Grüner Veltliner (Kamptal),33,240,18.0,2016
318,6,Aresti 2007 Reserva Merlot (Curicó Valley),6,58,18.0,2007
586,12,Strauss 2016 Classic Pinot Blanc (Steiermark),75,242,18.0,2016
815,10,Finn Hill 2013 Soleil Sauvignon Blanc (Wahluke Slope),9,243,18.0,2013
96,3,Henry Fessy 2015  Régnié,7,10,18.0,2015
906,10,Brennan 2015 Reddy Vineyard Roussanne (Texas High Plains),79,244,18.0,2015
912,10,Fullerton 2015 Three Otters Pinot Noir Rosé (Willamette Valley),2,245,18.0,2015
488,2,Vigneti Le Monde 2010 Pinot Grigio (Friuli Grave),4,104,18.0,2010
322,2,Sant Eurosia 2007 Millesimato Dry  (Prosecco di Valdobbiadene),36,188,18.0,2007
997,4,Yalumba 2006 Patchwork Shiraz (Barossa),37,230,18.0,2006
425,10,Lieb 2015 Bridge Lane Rosé (New York),2,246,18.0,2015
426,8,Luberri 2011 Seis  (Rioja),11,247,18.0,2011
257,11,Graham Beck 2007 The William Red (Coastal Region),35,248,18.0,2007
115,10,Pull 2013 Chardonnay (Paso Robles),0,249,18.0,2013
114,10,Pull 2012 BDX Red (Paso Robles),26,249,18.0,2012
755,10,Handley 2009 Gewürztraminer (Anderson Valley),39,250,18.0,2009
107,2,Marchesi de' Frescobaldi 2015 Ammiraglia Massovivo Vermentino (Toscana),80,251,18.0,2015
249,10,Autumn Hill 2007 Petit Verdot-Merlot Red (Monticello),26,253,18.0,2007
100,10,Ventosa 2015 Pinot Gris (Finger Lakes),50,254,18.0,2015
960,3,Château Cap Saint-Martin 2014  Blaye Côtes de Bordeaux,26,255,18.0,2014
103,6,Leyda 2015 Single Vineyard Falaris Hill Chardonnay (Leyda Valley),0,256,18.0,2015
777,2,Scubla 2008 Cràtis Verduzzo (Colli Orientali del Friuli),81,257,18.0,2008
340,3,Antoine Moltès & Fils 2015 Tradition Pinot Gris (Alsace),50,258,18.0,2015
481,2,Argiolas 2008 Costera Cannonau (Isola dei Nuraghi),55,259,18.0,2008
943,8,Finca del Marquesado 2013 Crianza  (Rioja),32,260,18.0,2013
196,2,Cesani 2007 Pancole  (Vernaccia di San Gimignano),82,261,18.0,2007
924,4,Sidewood 2014 Sauvignon Blanc (Adelaide Hills),9,262,18.0,2014
958,8,Ignacio Marín 2015 Wine Wings Garnacha Rosé (Cariñena),2,263,18.0,2015
588,10,Trinity River 2015 Chardonnay,0,264,18.0,2015
344,6,Viña Tarapacá 2015 Gran Reserva Chardonnay (Leyda Valley),0,265,19.0,2015
761,6,Ninquén 2009 Antu Cabernet Sauvignon-Carmenère (Colchagua Valley),83,267,19.0,2009
614,2,Suavia 2011  Soave Classico,22,268,19.0,2011
113,2,Poggioventoso 2015 Poetico White (Toscana),18,269,19.0,2015
374,10,Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County),9,270,19.0,2001
600,2,Michele Chiarlo 2011 Le Marne  (Gavi),57,271,19.0,2011
627,2,Cascina La Ghersa 2009 Sivoy White (Monferrato),18,272,19.0,2009
264,11,Jardin 2007 Syrah (Stellenbosch),24,274,19.0,2007
970,10,One Hope 2006 Cabernet Sauvignon (California),17,275,19.0,2006
22,2,Baglio di Pianetto 2007 Ficiligno White (Sicilia),18,276,19.0,2007
273,9,O. Fournier 2007 B Crux Red (Uco Valley),35,277,19.0,2007
448,3,André Brunel 2014 Domaine de la Becassonne White (Côtes du Rhône),84,278,19.0,2014
401,2,Val d'Oca 2008 Millesimato Extra Dry  (Prosecco di Valdobbiadene),36,279,19.0,2008
174,7,Stoneleigh 2008 Sauvignon Blanc (Marlborough),9,280,19.0,2008
503,10,Hanna 2011 Sauvignon Blanc (Russian River Valley),9,282,19.0,2011
298,6,Arboleda 2009 Cabernet Sauvignon (Aconcagua Valley),17,283,19.0,2009
89,2,Fattoria Sardi 2015 Rosato (Toscana),85,284,19.0,2015
10,10,Kirkland Signature 2011 Mountain Cuvée Cabernet Sauvignon (Napa Valley),17,285,19.0,2011
862,2,Tornatore 2015 Rosato (Etna),85,286,19.0,2015
410,10,Miles 2006 Cabernet Franc (Finger Lakes),86,287,20.0,2006
666,10,Poet's Leap 2014 Riesling (Columbia Valley (WA)),5,288,20.0,2014
409,10,McGregor 2007 Dry Gewürztraminer (Finger Lakes),39,289,20.0,2007
624,10,Colter's Creek 2010 Koos-Koos-Kia Colter's Creek Vineyard Red (Idaho),35,290,20.0,2010
412,2,Perlage 2008 Canah Brut  (Prosecco di Valdobbiadene),36,291,20.0,2008
698,10,Woodinville Wine Cellars 2012 Little Bear Creek Red (Columbia Valley (WA)),26,292,20.0,2012
446,10,Flying Cloud 2014 Cabernet Sauvignon (Paso Robles),17,293,20.0,2014
210,11,Eikendal 2014 Chardonnay (Western Cape),0,294,20.0,2014
217,1,Quinta de Foz de Arouce 2013 Red (Beira Atlantico),29,295,20.0,2013
587,12,Strauss 2016 Classic Sauvignon Blanc (Südsteiermark),9,242,20.0,2016
609,10,Raptor Ridge 2012 Estate Grüner Veltliner (Chehalem Mountains),33,297,20.0,2012
499,3,Domaine du Grand Cros 2011 L'Esprit de Provence Rosé (Côtes de Provence),2,298,20.0,2011
599,10,Michael Pozzan 2010 Cabernet Sauvignon (Alexander Valley),17,219,20.0,2010
552,3,Château Vignelaure 2015 Rosé (Coteaux d'Aix-en-Provence),2,299,20.0,2015
594,3,Lavau 2015 La Decelle Red,43,300,20.0,2015
704,3,Château Vignelaure 2014 Rosé (Coteaux d'Aix-en-Provence),2,299,20.0,2014
192,2,Aldegheri 2003 Le Pietre Santambrogio Red (Rosso del Veronese),35,301,20.0,2003
706,3,Domaine de la Bastide Blanche 2014 TwoB Rosé (Côtes de Provence),2,302,20.0,2014
101,10,Lamoreaux Landing 2014 Red Oak Vineyard Riesling (Finger Lakes),5,303,20.0,2014
131,3,Dopff & Irion 2008 Gentil White (Alsace),13,16,20.0,2008
309,2,Socré 2006 Nebbiolo (Langhe),78,304,20.0,2006
86,10,Palencia 2016 Albariño (Ancient Lakes),67,305,20.0,2016
707,3,Domaine du Grand Cros 2014 L'Esprit de Provence Rosé (Côtes de Provence),2,298,20.0,2014
83,4,Mitolo 2016 Jester Sangiovese Rosé (McLaren Vale),2,306,20.0,2016
854,10,Easton 2014 Zinfandel (Amador County),70,307,20.0,2014
